ans	35
quelque	36
chose	36
s'était	36
cassé	36
dans	36
mon	36
moteur	36
et	37
comme	37
je	37
n'avais	37
avec	37
moi	37
ni	37
mécanicien	37
ni	37
passagers	37
je	37
me	37
préparai	37
à	37
essayer	37
de	37
réussir	37
tout	37
seul	37
une	37
réparation	37
difficile	37
c'était	38
pour	38
moi	38
une	38
question	38
de	38
vie	38
ou	38
de	38
mort	38
j'avais	39
à	39
peine	39
de	39
l'eau	39
à	39
boire	39
pour	39
huit	39
jours	39
le	40
premier	40
soir	40
je	40
me	40
suis	40
donc	40
endormi	40
sur	40
le	40
sable	40
à	40
mille	40
milles	40
de	40
toute	40
terre	40
habitée	40
j'étais	41
bien	41
plus	41
isolé	41
qu'un	41
naufragé	41
sur	41
un	41
radeau	41
au	41
milieu	41
de	41
l'océan	41
alors	42
vous	42
imaginez	42
ma	42
surprise	42
au	42
lever	42
du	42
jour	42
quand	42
une	42
drôle	42
de	42
petite	42
voix	42
m'a	42
réveillé	42
elle	43
disait	43
s'il	44
vous	44
plaît	44
dessine-moi	45
un	45
mouton	45
-hein	46
-dessine-moi	47
un	47
mouton	47
j'ai	47
sauté	47
sur	47
mes	47
pieds	47
comme	47
si	47
j'avais	47
été	47
frappé	47
par	47
la	47
foudre	47
j'ai	48
bien	48
frotté	48
mes	48
yeux	48
j'ai	49
bien	49
regardé	49
et	50
j'ai	50
vu	50
un	50
petit	50
bonhomme	50
tout	50
à	50
fait	50
extraordinaire	50
qui	50
me	50
considérait	50
gravement	50
voilà	51
le	51
meilleur	51
portrait	51
que	51
plus	51
tard	51
j'ai	51
réussi	51
à	51
faire	51
de	51
lui	51
mais	52
mon	52
dessin	52
bien	52
sûr	52
est	52
beaucoup	52
moins	52
ravissant	52
que	52
le	52
modèle	52
ce	53
n'est	53
pas	53
ma	53
faute	53
j'avais	54
été	54
découragé	54
dans	54
ma	54
carrière	54
de	54
peintre	54
par	54
les	54
grandes	54
personnes	54
à	54
l'âge	54
de	54
six	54
ans	54
et	54
je	54
n'avais	54
rien	54
appris	54
à	54
dessiner	54
sauf	54
les	54
boas	54
fermés	54
et	54
les	54
boas	54
ouverts	54
je	55
regardai	55
donc	55
cette	55
apparition	55
avec	55
des	55
yeux	55
tout	55
ronds	55
d'étonnement	55
n'oubliez	56
pas	56
que	56
je	56
me	56
trouvais	56
à	56
mille	56
milles	56
de	56
toute	56
région	56
habitée	56
or	57
mon	57
petit	57
bonhomme	57
ne	57
me	57
semblait	57
ni	57
égaré	57
ni	57
mort	57
de	57
fatigue	57
ni	57
mort	57
de	57
faim	57
ni	57
mort	57
de	57
soif	57
ni	57
mort	57
de	57
peur	57
il	58
n'avait	58
en	58
rien	58
l'apparence	58
d'un	58
enfant	58
perdu	58
au	58
milieu	58
du	58
désert	58
à	58
mille	58
milles	58
de	58
toute	58
région	58
habitée	58
quand	59
je	59
réussis	59
enfin	59
à	59
parler	59
je	59
lui	59
dis	59
mais	60
qu'est-ce	61
que	61
tu	61
fais	61
là	61
et	61
il	61
me	61
répéta	61
alors	61
tout	61
doucement	61
comme	61
une	61
chose	61
très	61
sérieuse	61
s'il	62
vous	62
plaît	62
dessine-moi	63
un	63
mouton	63
quand	63
le	63
mystère	63
est	63
trop	63
impressionnant	63
on	63
n'ose	63
pas	63
désobéir	63
aussi	64
absurde	64
que	64
cela	64
me	64
semblât	64
à	64
mille	64
milles	64
de	64
tous	64
les	64
endroits	64
habités	64
et	64
en	64
danger	64
de	64
mort	64
je	64
sortis	64
de	64
ma	64
poche	64
une	64
feuille	64
de	64
papier	64
et	64
un	64
stylographe	64
mais	65
je	65
me	65
rappelai	65
alors	65
que	65
j'avais	65
surtout	65
étudié	65
la	65
géographie	65
l'histoire	65
le	65
calcul	65
et	65
la	65
grammaire	65
et	65
je	65
dis	65
au	65
petit	65
bonhomme	65
avec	65
un	65
peu	65
de	65
mauvaise	65
humeur	65
que	65
je	65
ne	65
savais	65
pas	65
dessiner	65
il	66
me	66
répondit	66
ça	67
ne	67
fait	67
rien	67
dessine-moi	68
un	68
mouton	68
comme	68
je	68
n'avais	68
jamais	68
dessiné	68
un	68
mouton	68
je	68
refis	68
pour	68
lui	68
l'un	68
des	68
deux	68
seuls	68
dessins	68
dont	68
j'étais	68
capable	68
celui	69
du	69
boa	69
fermé	69
et	70
je	70
fus	70
stupéfait	70
d'entendre	70
le	70
petit	70
bonhomme	70
me	70
répondre	70
non	71
non	72
je	73
ne	73
veux	73
pas	73
d'un	73
éléphant	73
dans	73
un	73
boa	73
un	74
boa	74
c'est	74
très	74
dangereux	74
et	74
un	74
éléphant	74
c'est	74
très	74
encombrant	74
chez	75
moi	75
c'est	75
tout	75
petit	75
j'ai	76
besoin	76
d'un	76
mouton	76
dessine-moi	77
un	77
mouton	77
alors	77
j'ai	77
dessiné	77
il	78
regarda	78
attentivement	78
puis	78
non	79
celui-là	80
est	80
très	80
malade	80
fais-en	81
un	81
autre	81
je	81
dessinai	81
mon	82
ami	82
sourit	82
gentiment	82
avec	82
indulgence	82
tu	83
vois	83
bien	83
ce	84
n'est	84
pas	84
un	84
mouton	84
c'est	84
un	84
bélier	84
il	85
a	85
des	85
cornes	85
je	85
refis	85
donc	85
encore	85
mon	85
dessin	85
mais	86
il	86
fut	86
refusé	86
comme	86
les	86
précédents	86
celui-là	87
est	87
trop	87
vieux	87
je	88
veux	88
un	88
mouton	88
qui	88
vive	88
longtemps	88
alors	88
faute	88
de	88
patience	88
comme	88
j'avais	88
hâte	88
de	88
commencer	88
le	88
démontage	88
de	88
mon	88
moteur	88
je	88
griffonnai	88
ce	88
dessin-ci	88
et	89
je	89
lançai	89
ça	90
c'est	90
la	90
caisse	90
le	91
mouton	91
que	91
tu	91
veux	91
est	91
dedans	91
mais	91
je	91
fus	91
bien	91
surpris	91
de	91
voir	91
s'illuminer	91
le	91
visage	91
de	91
mon	91
jeune	91
juge	91
c'est	92
tout	92
a	92
fait	92
comme	92
ça	92
que	92
je	92
le	92
voulais	92
crois-tu	93
qu'il	93
faille	93
beaucoup	93
d'herbe	93
à	93
ce	93
mouton	93
-pourquoi	94
-parce	95
que	95
chez	95
moi	95
c'est	95
tout	95
petit	95
-ça	96
suffira	96
sûrement	96
je	97
t'ai	97
donné	97
un	97
tout	97
petit	97
mouton	97
il	97
pencha	97
la	97
tête	97
vers	97
le	97
dessin	97
pas	98
si	98
petit	98
que	98
ça	98
tiens	99
il	100
s'est	100
endormi	100
et	100
c'est	100
ainsi	100
que	100
je	100
fis	100
la	100
connaissance	100
du	100
petit	100
prince	100
il	101
me	101
fallut	101
longtemps	101
pour	101
comprendre	101
d'où	101
il	101
venait	101
le	102
petit	102
prince	102
qui	102
me	102
posait	102
beaucoup	102
de	102
questions	102
ne	102
semblait	102
jamais	102
entendre	102
les	102
miennes	102
ce	103
sont	103
des	103
mots	103
prononcés	103
par	103
hasard	103
qui	103
peu	103
à	103
peu	103
m'ont	103
tout	103
révélé	103
ainsi	104
quand	104
il	104
aperçut	104
pour	104
la	104
première	104
fois	104
mon	104
avion	104
je	104
ne	104
dessinerai	104
pas	104
mon	104
avion	104
c'est	104
un	104
dessin	104
beaucoup	104
trop	104
compliqué	104
pour	104
moi	104
il	104
me	104
demanda	104
qu'est-ce	105
que	105
c'est	105
que	105
cette	105
chose-là	105
-ce	106
n'est	106
pas	106
une	106
chose	106
ça	107
vole	107
c'est	108
un	108
avion	108
c'est	109
mon	109
avion	109
et	109
j'étais	109
fier	109
de	109
lui	109
apprendre	109
que	109
je	109
volais	109
alors	110
il	110
s'écria	110
comment	111
tu	112
es	112
tombé	112
du	112
ciel	112
-oui	113
fis-je	113
modestement	113
-ah	114
ça	115
c'est	115
drôle	115
et	115
le	115
petit	115
prince	115
eut	115
un	115
très	115
joli	115
éclat	115
de	115
rire	115
qui	115
m'irrita	115
beaucoup	115
je	116
désire	116
que	116
l'on	116
prenne	116
mes	116
malheurs	116
au	116
sérieux	116
puis	117
il	117
ajouta	117
alors	118
toi	118
aussi	118
tu	118
viens	118
du	118
ciel	118
de	119
quelle	119
planète	119
es-tu	119
j'entrevis	119
aussitôt	119
une	119
lueur	119
dans	119
le	119
mystère	119
de	119
sa	119
présence	119
et	119
j'interrogeai	119
brusquement	119
tu	120
viens	120
donc	120
d'une	120
autre	120
planète	120
mais	120
il	120
ne	120
me	120
répondit	120
pas	120
il	121
hochait	121
la	121
tête	121
doucement	121
tout	121
en	121
regardant	121
mon	121
avion	121
c'est	122
vrai	122
que	122
là-dessus	122
tu	122
ne	122
peux	122
pas	122
venir	122
de	122
bien	122
loin	122
et	122
il	122
s'enfonça	122
dans	122
une	122
rêverie	122
qui	122
dura	122
longtemps	122
puis	123
sortant	123
mon	123
mouton	123
de	123
sa	123
poche	123
il	123
se	123
plongea	123
dans	123
la	123
contemplation	123
de	123
son	123
trésor	123
vous	124
imaginez	124
combien	124
j'avais	124
pu	124
être	124
intrigué	124
par	124
cette	124
demi-confidence	124
sur	124
les	124
autres	124
planètes	124
je	125
m'efforçai	125
donc	125
d'en	125
savoir	125
plus	125
long	125
d'où	126
viens-tu	126
mon	126
petit	126
bonhomme	126
où	127
est-ce	127
chez	127
toi	127
où	128
veux-tu	128
emporter	128
mon	128
mouton	128
il	128
me	128
répondit	128
après	128
un	128
silence	128
méditatif	128
ce	129
qui	129
est	129
bien	129
avec	129
la	129
caisse	129
que	129
tu	129
m'as	129
donnée	129
c'est	129
que	129
la	129
nuit	129
ça	129
lui	129
servira	129
de	129
maison	129
-bien	130
sûr	130
et	131
si	131
tu	131
es	131
gentil	131
je	131
te	131
donnerai	131
aussi	131
une	131
corde	131
pour	131
l'attacher	131
pendant	131
le	131
jour	131
et	132
un	132
piquet	132
la	132
proposition	132
parut	132
choquer	132
le	132
petit	132
prince	132
l'attacher	133
quelle	134
drôle	134
d'idée	134
-mais	135
si	135
tu	135
ne	135
l'attaches	135
pas	135
il	135
ira	135
n'importe	135
où	135
et	135
il	135
se	135
perdra	135
et	135
mon	135
ami	135
eut	135
un	135
nouvel	135
éclat	135
de	135
rire	135
mais	136
où	136
veux-tu	136
qu'il	136
aille	136
-n'importe	137
où	137
droit	138
devant	138
lui	138
alors	138
le	138
petit	138
prince	138
remarqua	138
gravement	138
ça	139
ne	139
fait	139
rien	139
c'est	139
tellement	139
petit	139
chez	139
moi	139
et	139
avec	139
un	139
peu	139
de	139
mélancolie	139
peut-être	139
il	139
ajouta	139
droit	140
devant	140
soi	140
on	140
ne	140
peut	140
pas	140
aller	140
bien	140
loin	140
j'avais	140
ainsi	140
appris	140
une	140
seconde	140
chose	140
très	140
importante	140
c'est	141
que	141
sa	141
planète	141
d'origine	141
était	141
à	141
peine	141
plus	141
grande	141
qu'une	141
maison	141
ça	142
ne	142
pouvait	142
pas	142
m'étonner	142
beaucoup	142
je	143
savais	143
bien	143
qu'en	143
dehors	143
des	143
grosses	143
planètes	143
comme	143
la	143
terre	143
jupiter	143
mars	143
vénus	143
auxquelles	143
on	143
a	143
donné	143
des	143
noms	143
il	143
y	143
en	143
a	143
des	143
centaines	143
d'autres	143
qui	143
sont	143
quelquefois	143
si	143
petites	143
qu'on	143
a	143
beaucoup	143
de	143
mal	143
à	143
les	143
apercevoir	143
au	143
télescope	143
quand	144
un	144
astronome	144
découvre	144
l'une	144
d'elles	144
il	144
lui	144
donne	144
pour	144
nom	144
un	144
numéro	144
il	145
l'appelle	145
par	145
exemple	145
l'astéroïde	146
325	146
j'ai	147
de	147
sérieuses	147
raisons	147
de	147
croire	147
que	147
la	147
planète	147
d'où	147
venait	147
le	147
petit	147
prince	147
est	147
l'astéroïde	147
b	147
612	147
cet	148
astéroïde	148
n'a	148
été	148
aperçu	148
qu'une	148
fois	148
au	148
télescope	148
en	148
1909	148
par	148
un	148
astronome	148
turc	148
il	149
avait	149
fait	149
alors	149
une	149
grande	149
démonstration	149
de	149
sa	149
découverte	149
à	149
un	149
congrès	149
international	149
d'astronomie	149
mais	150
personne	150
ne	150
l'avait	150
cru	150
à	150
cause	150
de	150
son	150
costume	150
les	151
grandes	151
personnes	151
sont	151
comme	151
ça	151
heureusement	152
pour	152
la	152
réputation	152
de	152
l'astéroïde	152
b	152
612	152
un	152
dictateur	152
turc	152
imposa	152
à	152
son	152
peuple	152
sous	152
peine	152
de	152
mort	152
de	152
s'habiller	152
à	152
l'européenne	152
l'astronome	153
refit	153
sa	153
démonstration	153
en	153
1920	153
dans	153
un	153
habit	153
très	153
élégant	153
et	154
cette	154
fois-ci	154
tout	154
le	154
monde	154
fut	154
de	154
son	154
avis	154
si	155
je	155
vous	155
ai	155
raconté	155
ces	155
détails	155
sur	155
l'astéroïde	155
b	155
612	155
et	155
si	155
je	155
vous	155
ai	155
confié	155
son	155
numéro	155
c'est	155
à	155
cause	155
des	155
grandes	155
personnes	155
les	156
grandes	156
personnes	156
aiment	156
les	156
chiffres	156
quand	157
vous	157
leur	157
parlez	157
d'un	157
nouvel	157
ami	157
elles	157
ne	157
vous	157
questionnent	157
jamais	157
sur	157
l'essentiel	157
elles	158
ne	158
vous	158
disent	158
jamais	158
quel	159
est	159
le	159
son	159
de	159
sa	159
voix	159
quels	160
sont	160
les	160
jeux	160
qu'il	160
préfère	160
est-ce	161
qu'il	161
collectionne	161
les	161
papillons	161
elles	161
vous	161
demandent	161
quel	162
âge	162
a-t-il	162
combien	163
a-t-il	163
de	163
frères	163
combien	164
pèse-t-il	164
combien	165
gagne	165
son	165
père	165
alors	165
seulement	165
elles	165
croient	165
le	165
connaître	165
si	166
vous	166
dites	166
aux	166
grandes	166
personnes	166
j'ai	167
vu	167
une	167
belle	167
maison	167
en	167
briques	167
roses	167
avec	167
des	167
géraniums	167
aux	167
fenêtres	167
et	167
des	167
colombes	167
sur	167
le	167
toit	167
elles	167
ne	167
parviennent	167
pas	167
à	167
s'imaginer	167
cette	167
maison	167
il	168
faut	168
leur	168
dire	168
j'ai	169
vu	169
une	169
maison	169
de	169
cent	169
mille	169
francs	169
alors	169
elles	169
s'écrient	169
comme	170
c'est	170
joli	170
ainsi	170
si	170
vous	170
leur	170
dites	170
la	170
preuve	170
que	170
le	170
petit	170
prince	170
a	170
existé	170
c'est	170
qu'il	170
était	170
ravissant	170
qu'il	170
riait	170
et	170
qu'il	170
voulait	170
un	170
mouton	170
quand	171
on	171
veut	171
un	171
mouton	171
c'est	171
la	171
preuve	171
qu'on	171
existe	171
elles	171
hausseront	171
les	171
épaules	171
et	171
vous	171
traiteront	171
d'enfant	171
mais	172
si	172
vous	172
leur	172
dites	172
la	173
planète	173
d'où	173
il	173
venait	173
est	173
l'astéroïde	173
b	173
612	173
alors	173
elles	173
seront	173
convaincues	173
et	173
elles	173
vous	173
laisseront	173
tranquille	173
avec	173
leurs	173
questions	173
elles	174
sont	174
comme	174
ça	174
il	175
ne	175
faut	175
pas	175
leur	175
en	175
vouloir	175
les	176
enfants	176
doivent	176
être	176
très	176
indulgents	176
envers	176
les	176
grandes	176
personnes	176
mais	177
bien	177
sûr	177
nous	177
qui	177
comprenons	177
la	177
vie	177
nous	177
nous	177
moquons	177
bien	177
des	177
numéros	177
j'aurais	178
aimé	178
commencer	178
cette	178
histoire	178
à	178
la	178
façon	178
des	178
contes	178
de	178
fées	178
j'aurais	179
aimé	179
dire	179
il	180
était	180
une	180
fois	180
un	180
petit	180
prince	180
qui	180
habitait	180
une	180
planète	180
à	180
peine	180
plus	180
grande	180
que	180
lui	180
et	180
qui	180
avait	180
besoin	180
d'un	180
ami	180
pour	180
ceux	180
qui	180
comprennent	180
la	180
vie	180
ça	180
aurait	180
eu	180
l'air	180
beaucoup	180
plus	180
vrai	180
car	181
je	181
n'aime	181
pas	181
qu'on	181
lise	181
mon	181
livre	181
à	181
la	181
légère	181
j'éprouve	182
tant	182
de	182
chagrin	182
à	182
raconter	182
ces	182
souvenirs	182
il	183
y	183
a	183
six	183
ans	183
déjà	183
que	183
mon	183
ami	183
s'en	183
est	183
allé	183
avec	183
son	183
mouton	183
si	184
j'essaie	184
ici	184
de	184
le	184
décrire	184
c'est	184
afin	184
de	184
ne	184
pas	184
l'oublier	184
c'est	185
triste	185
d'oublier	185
un	185
ami	185
tout	186
le	186
monde	186
n'a	186
pas	186
eu	186
un	186
ami	186
et	187
je	187
puis	187
devenir	187
comme	187
les	187
grandes	187
personnes	187
qui	187
ne	187
s'intéressent	187
plus	187
qu'aux	187
chiffres	187
c'est	188
donc	188
pour	188
ça	188
encore	188
que	188
j'ai	188
acheté	188
une	188
boîte	188
de	188
couleurs	188
et	188
des	188
crayons	188
c'est	189
dur	189
de	189
se	189
remettre	189
au	189
dessin	189
à	189
mon	189
âge	189
quand	189
on	189
n'a	189
jamais	189
fait	189
d'autres	189
tentatives	189
que	189
celle	189
d'un	189
boa	189
fermé	189
et	189
celle	189
d'un	189
boa	189
ouvert	189
à	189
l'âge	189
de	189
six	189
ans	189
j'essaierai	190
bien	190
sûr	190
de	190
faire	190
des	190
portraits	190
le	190
plus	190
ressemblants	190
possible	190
mais	191
je	191
ne	191
suis	191
pas	191
tout	191
à	191
fait	191
certain	191
de	191
réussir	191
un	192
dessin	192
va	192
et	192
l'autre	192
ne	192
ressemble	192
plus	192
je	193
me	193
trompe	193
un	193
peu	193
aussi	193
sur	193
la	193
taille	193
ici	194
le	194
petit	194
prince	194
est	194
trop	194
grand	194
là	195
il	195
est	195
trop	195
petit	195
j'hésite	196
aussi	196
sur	196
la	196
couleur	196
de	196
son	196
costume	196
alors	197
je	197
tâtonne	197
comme	197
ci	197
et	197
comme	197
ça	197
tant	197
bien	197
que	197
mal	197
je	198
me	198
tromperai	198
enfin	198
sur	198
certains	198
détails	198
plus	198
importants	198
mais	199
ça	199
il	199
faudra	199
me	199
le	199
pardonner	199
mon	200
ami	200
ne	200
donnait	200
jamais	200
d'explications	200
il	201
me	201
croyait	201
peut-être	201
semblable	201
à	201
lui	201
mais	202
moi	202
malheureusement	202
je	202
ne	202
sais	202
pas	202
voir	202
les	202
moutons	202
à	202
travers	202
les	202
caisses	202
je	203
suis	203
peut-être	203
un	203
peu	203
comme	203
les	203
grandes	203
personnes	203
j'ai	204
dû	204
vieillir	204
chaque	205
jour	205
j'apprenais	205
quelque	205
chose	205
sur	205
la	205
planète	205
sur	205
le	205
départ	205
sur	205
le	205
voyage	205
ça	206
venait	206
tout	206
doucement	206
au	206
hasard	206
des	206
réflexions	206
c'est	207
ainsi	207
que	207
le	207
troisième	207
jour	207
je	207
connus	207
le	207
drame	207
des	207
baobabs	207
cette	208
fois-ci	208
encore	208
ce	208
fut	208
grâce	208
au	208
mouton	208
car	208
brusquement	208
le	208
petit	208
prince	208
m'interrogea	208
comme	208
pris	208
d'un	208
doute	208
grave	208
c'est	209
bien	209
vrai	209
n'est-ce	209
pas	209
que	209
les	209
moutons	209
mangent	209
les	209
arbustes	209
-oui	210
c'est	211
vrai	211
-ah	212
je	213
suis	213
content	213
je	213
ne	213
compris	213
pas	213
pourquoi	213
il	213
était	213
si	213
important	213
que	213
les	213
moutons	213
mangeassent	213
les	213
arbustes	213
mais	214
le	214
petit	214
prince	214
ajouta	214
par	215
conséquent	215
ils	215
mangent	215
aussi	215
les	215
baobabs	215
je	215
fis	215
remarquer	215
au	215
petit	215
prince	215
que	215
les	215
baobabs	215
ne	215
sont	215
pas	215
des	215
arbustes	215
mais	215
des	215
arbres	215
grands	215
comme	215
des	215
églises	215
et	215
que	215
si	215
même	215
il	215
emportait	215
avec	215
lui	215
tout	215
un	215
troupeau	215
d'éléphants	215
ce	215
troupeau	215
ne	215
viendrait	215
pas	215
à	215
bout	215
d'un	215
seul	215
baobab	215
l'idée	216
du	216
troupeau	216
d'éléphants	216
fit	216
rire	216
le	216
petit	216
prince	216
il	217
faudrait	217
les	217
mettre	217
les	217
uns	217
sur	217
les	217
autres	217
mais	217
il	217
remarqua	217
avec	217
sagesse	217
les	218
baobabs	218
avant	218
de	218
grandir	218
ça	218
commence	218
par	218
être	218
petit	218
-c'est	219
exact	219
mais	220
pourquoi	220
veux-tu	220
que	220
tes	220
moutons	220
mangent	220
les	220
petits	220
baobabs	220
il	220
me	220
répondit	220
ben	221
voyons	222
comme	222
s'il	222
s'agissait	222
là	222
d'une	222
évidence	222
et	223
il	223
me	223
fallut	223
un	223
grand	223
effort	223
d'intelligence	223
pour	223
comprendre	223
à	223
moi	223
seul	223
ce	223
problème	223
et	224
en	224
effet	224
sur	224
la	224
planète	224
du	224
petit	224
prince	224
il	224
y	224
avait	224
comme	224
sur	224
toutes	224
les	224
planètes	224
de	224
bonnes	224
herbes	224
et	224
de	224
mauvaises	224
herbes	224
par	225
conséquent	225
de	225
bonnes	225
graines	225
de	225
bonnes	225
herbes	225
et	225
de	225
mauvaises	225
graines	225
de	225
mauvaises	225
herbes	225
mais	226
les	226
graines	226
sont	226
invisibles	226
elles	227
dorment	227
dans	227
le	227
secret	227
de	227
la	227
terre	227
jusqu'à	227
ce	227
qu'il	227
prenne	227
fantaisie	227
à	227
l'une	227
d'elles	227
de	227
se	227
réveiller	227
alors	228
elle	228
s'étire	228
et	228
pousse	228
d'abord	228
timidement	228
vers	228
le	228
soleil	228
une	228
ravissante	228
petite	228
brindille	228
inoffensive	228
s'il	229
s'agit	229
d'une	229
brindille	229
de	229
radis	229
ou	229
de	229
rosier	229
on	229
peut	229
la	229
laisser	229
pousser	229
comme	229
elle	229
veut	229
mais	230
s'il	230
s'agit	230
d'une	230
mauvaise	230
plante	230
il	230
faut	230
arracher	230
la	230
plante	230
aussitôt	230
dès	230
qu'on	230
a	230
su	230
la	230
reconnaître	230
or	231
il	231
y	231
avait	231
des	231
graines	231
terribles	231
sur	231
la	231
planète	231
du	231
petit	231
prince	231
c'étaient	232
les	232
graines	232
de	232
baobabs	232
le	233
sol	233
de	233
la	233
planète	233
en	233
était	233
infesté	233
or	234
un	234
baobab	234
si	234
l'on	234
s'y	234
prend	234
trop	234
tard	234
on	234
ne	234
peut	234
jamais	234
plus	234
s'en	234
débarrasser	234
il	235
encombre	235
toute	235
la	235
planète	235
il	236
la	236
perfore	236
de	236
ses	236
racines	236
et	237
si	237
la	237
planète	237
est	237
trop	237
petite	237
et	237
si	237
les	237
baobabs	237
sont	237
trop	237
nombreux	237
ils	237
la	237
font	237
éclater	237
c'est	238
une	238
question	238
de	238
discipline	238
me	238
disait	238
plus	238
tard	238
le	238
petit	238
prince	238
quand	239
on	239
a	239
terminé	239
sa	239
toilette	239
du	239
matin	239
il	239
faut	239
faire	239
soigneusement	239
la	239
toilette	239
de	239
la	239
planète	239
il	240
faut	240
s'astreindre	240
régulièrement	240
à	240
arracher	240
les	240
baobabs	240
dès	240
qu'on	240
les	240
distingue	240
d'avec	240
les	240
rosiers	240
auxquels	240
ils	240
ressemblent	240
beaucoup	240
quand	240
ils	240
sont	240
très	240
jeunes	240
c'est	241
un	241
travail	241
très	241
ennuyeux	241
mais	241
très	241
facile	241
et	241
un	241
jour	241
il	241
me	241
conseilla	241
de	241
